,UserId,ProductId,Rating,split_index
400,A25GW5G5GQVKB0,8096399322,5.0,0
1518,A1KNDKVKLKUWXX,9790785410,5.0,0
457,A22ZS7VGA34SM4,9602344954,5.0,0
1424,A218S8MS0MSAAE,9790781849,5.0,0
708,AXJAR4KM54KVW,9788071813,4.0,0
705,A3K5ZI737LDUOG,9788071813,5.0,0
1270,A1S3LRUL32KQ6V,9790778309,5.0,0
688,AG0MJ41NXPM35,9788071570,5.0,0
1562,A1ED96TJ2ARU8C,9790786948,5.0,0
1084,A1NUFF9K8QS800,9790772238,5.0,0
1009,A1VIKBGCPW22YC,9788080278,1.0,0
1948,A2B5ENMGBE1ZY0,9790796609,5.0,0
564,A25PEHBZLLHTTF,9749377397,5.0,0
756,A7FPJ94ABSYM9,9788072208,5.0,0
1394,A1MFWDE9FWIFOB,9790781687,5.0,0
23,A3A4C2K3TWDAO5,1304196070,1.0,0
649,AQ3DINQH0WH46,9788071198,3.0,0
49,A1YQUT1H2ENJ8U,1304482685,4.0,0
1022,A1JB41F8U79KIE,9788080928,5.0,0
1654,A3J0I9RKKUDNQJ,9790789696,3.0,0
1730,A1K94ULTTBSITH,9790790961,4.0,0
1794,A3E3UVWILRO8AH,9790791240,5.0,0
1844,A11L7F86K155WK,9790792891,5.0,0
992,AGZSDV2ZYC7YW,9788078885,2.0,0
134,ADURH4ZDRMZV6,3227001055,4.0,0
350,A00205921JHJK5X9LNP42,7806397051,5.0,0
795,A2GWNGQF9SHRE4,9788072216,5.0,0
1605,A3NDAJRAG0V4VC,9790787936,5.0,0
976,A29CP88NRDGHP9,9788075622,5.0,0
1262,AXPB9JK6DG9DF,9790778309,5.0,0
1650,A2R0ZWBWWQ1E10,9790789696,1.0,0
1114,A14G2D00311D5G,9790773463,5.0,0
505,A2P5RDTIGF6XRO,9746427962,5.0,0
1398,AQ2QN4CN7S212,9790781687,5.0,0
435,AGP8NQ1MCH0A,9511181564,5.0,0
1723,AF85PH6IW6IV2,9790790961,1.0,0
263,A1CT0SH9XKNIDY,602260074X,4.0,0
930,A2TQ5X2N533FUV,9788073840,5.0,0
686,A35PF7XADVB60C,9788071570,4.0,0
1454,A171U5UOJ3UOYP,9790782667,5.0,0
1513,A1RPLQDINY1THZ,9790784856,1.0,0
1034,A26CIZL1C18YQH,979077012X,5.0,0
1433,A3086HK0J95EQ4,9790781946,5.0,0
1773,A2MZDI3I5AEL74,9790790961,3.0,0
246,A2EH8T3LQS6EET,6022600685,5.0,0
831,A2MQ9OGYO9PFGM,978807250X,4.0,0
1739,AW5XW2K83ED65,9790790961,5.0,0
902,A17P9WVPU4V6PN,9788073476,5.0,0
1214,ACUHBB2EEXH24,9790777450,4.0,0
131,A2VRUBSVHDDOU9,3222000565,5.0,0
522,AKYM22HHJ4576,9746427962,5.0,0
447,A18DY88WBTDFIF,9573086514,5.0,0
1647,AOGA7F2ZJ306H,9790789688,5.0,0
1259,A25Q5FLFYVT0K9,9790778309,5.0,0
1484,A1NU1NP9NCY80A,9790783531,5.0,0
1430,A1M2IY6J0CY6QR,9790781911,3.0,0
1014,A2A118C3EOJLL6,9788080669,5.0,0
770,A16OJ5ISFFKC34,9788072216,5.0,0
546,A15HBNI7E4H4I2,9748776093,1.0,0
1151,A2DISAAASL95JA,9790775253,5.0,0
1853,ACUCPXM522Y2,9790793294,5.0,0
313,A3FNVF412991A6,6175005589,5.0,0
64,A6R426V4J7AOM,130451112X,5.0,0
760,AVWOHZE2VTGVJ,9788072208,5.0,0
861,AMT0DCOCA21RP,9788073263,1.0,0
1110,A1GEPOLRTX9VK1,9790773412,3.0,0
1462,A1ZTRSC1OVH0Q5,9790782667,5.0,0
990,A2SKNJGP1X7IE1,9788078389,5.0,0
170,A2099WPFJKJKZC,4057362886,4.0,0
814,A1KI7I8NRV3SIQ,9788072453,5.0,0
1126,AHM4FL8ZLPI2R,9790773730,4.0,0
1263,A2AM1CV9L59LSN,9790778309,5.0,0
1887,A2W0O92FZFHJOJ,9790794231,4.0,0
1565,A2KICC6CY8Z92J,9790786948,5.0,0
1830,A1IYOZVSPKNPFK,9790792557,5.0,0
1370,ACRO15EXJ3BL8,979078127X,5.0,0
792,A2CPYXQY7MN36Q,9788072216,5.0,0
605,A1O2WUVJ9OKUTO,9759091062,5.0,0
1182,A26THXR69AC6VO,9790776381,1.0,0
